bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21
pg40566-4,0.0210,0.2347,0.2568,0.1079,0.0280,0.0261,0.0251,0.0549,0.0579,0.0005,0.0017,0.0076,0.0042,0.0898,-0.0922,0.0173,0.2439,0.2439,0.5122,0.7863,0.0062,-0.0016
pg11970-3,0.0229,0.2983,0.2766,0.1109,0.0272,0.0217,0.0245,0.0629,0.0430,0.0009,0.0105,0.0000,0.0027,0.0988,-0.0281,0.0221,0.3667,0.3000,0.3333,0.7461,-0.0405,-1.1971
pg21674-10,0.0217,0.1879,0.2525,0.0944,0.0264,0.0210,0.0310,0.0519,0.0395,0.0005,0.0075,0.0137,0.0060,0.1046,-0.0113,0.0215,0.1600,0.1600,0.6800,0.6977,-0.0012,0.2343
pg11970-2,0.0165,0.3228,0.2425,0.0892,0.0316,0.0226,0.0300,0.0562,0.0435,0.0002,0.0110,0.0002,0.0032,0.0976,-0.0193,0.0127,0.1667,0.3333,0.5000,0.7470,-0.0405,-1.1971
pg38689-1,0.0148,0.4356,0.1515,0.0705,0.0358,0.0294,0.0369,0.0536,0.0517,0.0014,0.0052,0.0000,0.0024,0.0971,-0.0498,0.0120,0.2647,0.1176,0.6176,0.7412,-0.0193,-0.3488
pg11970-5,0.0259,0.2264,0.2586,0.1123,0.0277,0.0195,0.0232,0.0628,0.0458,0.0007,0.0108,0.0000,0.0052,0.0975,-0.0581,0.0263,0.2143,0.3214,0.4643,0.7624,-0.0405,-1.1971
pg11970-4,0.0220,0.2701,0.2744,0.1116,0.0265,0.0204,0.0259,0.0574,0.0421,0.0009,0.0101,0.0000,0.0022,0.0943,-0.0250,0.0197,0.2500,0.3214,0.4286,0.7521,-0.0405,-1.1971
pg40566-1,0.0203,0.1967,0.3505,0.0904,0.0240,0.0251,0.0305,0.0559,0.0543,0.0007,0.0019,0.0045,0.0053,0.0935,-0.0829,0.0177,0.1750,0.2000,0.6250,0.7398,0.0062,-0.0016
pg40566-2,0.0255,0.1229,0.2257,0.0854,0.0196,0.0288,0.0325,0.0667,0.0581,0.0009,0.0015,0.0045,0.0033,0.1061,-0.0914,0.0204,0.3659,0.2195,0.4146,0.7870,0.0062,-0.0016
pg34034-3,0.0195,0.1921,0.2829,0.0755,0.0203,0.0264,0.0271,0.0671,0.0408,0.0002,0.0060,0.0200,0.0193,0.1204,-0.0938,0.0215,0.2000,0.3000,0.5000,0.7487,-0.0660,-0.8013
pg34034-2,0.0205,0.2564,0.1804,0.0855,0.0237,0.0230,0.0360,0.0678,0.0402,0.0003,0.0042,0.0176,0.0185,0.1259,-0.0882,0.0226,0.2903,0.3226,0.3871,0.8179,-0.0660,-0.8013
pg34034-1,0.0145,0.4280,0.0927,0.0633,0.0187,0.0273,0.0385,0.0776,0.0294,0.0007,0.0049,0.0222,0.0133,0.1439,0.0266,0.0103,0.1852,0.2963,0.5185,0.7420,-0.0660,-0.8013
pg38689-4,0.0194,0.3080,0.1970,0.0838,0.0243,0.0294,0.0318,0.0550,0.0538,0.0009,0.0042,0.0000,0.0033,0.0919,-0.0596,0.0197,0.1765,0.1471,0.6765,0.7303,-0.0193,-0.3488
pg38689-5,0.0212,0.3418,0.1484,0.0790,0.0275,0.0281,0.0297,0.0475,0.0584,0.0011,0.0043,0.0000,0.0052,0.0826,-0.0862,0.0198,0.2727,0.2727,0.4545,0.7432,-0.0193,-0.3488
pg38689-2,0.0197,0.2356,0.3484,0.0875,0.0339,0.0258,0.0346,0.0543,0.0600,0.0014,0.0043,0.0000,0.0044,0.0946,-0.1034,0.0182,0.3529,0.1765,0.4706,0.7754,-0.0193,-0.3488
pg38689-3,0.0190,0.2114,0.3080,0.0877,0.0334,0.0264,0.0365,0.0545,0.0571,0.0012,0.0023,0.0001,0.0050,0.0946,-0.0825,0.0187,0.2941,0.3529,0.3529,0.7867,-0.0193,-0.3488
pg38689-8,0.0179,0.2938,0.1715,0.0878,0.0259,0.0262,0.0340,0.0559,0.0575,0.0014,0.0035,0.0000,0.0060,0.0948,-0.0910,0.0203,0.3529,0.3235,0.3235,0.7638,-0.0193,-0.3488
pg38689-9,0.0154,0.3214,0.1786,0.0785,0.0245,0.0253,0.0311,0.0552,0.0556,0.0012,0.0024,0.0000,0.0038,0.0899,-0.0706,0.0154,0.2647,0.2647,0.4706,0.7057,-0.0193,-0.3488
pg39349-1,0.0209,0.3137,0.1604,0.0792,0.0193,0.0179,0.0460,0.0523,0.0612,0.0006,0.0066,0.0006,0.0025,0.1061,-0.0957,0.0194,0.2286,0.1429,0.6286,0.7778,-0.0671,-1.0036
pg38689-6,0.0200,0.3003,0.2220,0.0925,0.0264,0.0276,0.0320,0.0407,0.0603,0.0015,0.0028,0.0000,0.0058,0.0770,-0.1001,0.0183,0.3824,0.2353,0.3824,0.7676,-0.0193,-0.3488
pg37827-20,0.0339,0.2455,0.2292,0.0903,0.0246,0.0262,0.0237,0.0572,0.0519,0.0017,0.0039,0.0075,0.0114,0.0940,-0.0980,0.0320,0.3636,0.1515,0.4848,0.8000,0.1614,0.3622
pg38689-7,0.0185,0.3136,0.2265,0.0925,0.0258,0.0265,0.0360,0.0501,0.0551,0.0008,0.0029,0.0000,0.0052,0.0898,-0.0756,0.0187,0.1765,0.1176,0.7059,0.7485,-0.0193,-0.3488
pg33780-4,0.0283,0.2279,0.0830,0.1045,0.0232,0.0228,0.0303,0.0673,0.0479,0.0016,0.0030,0.0143,0.0171,0.1165,-0.1048,0.0262,0.3243,0.1351,0.5405,0.7971,-0.0352,-0.4616
pg33780-3,0.0285,0.2724,0.0106,0.1045,0.0185,0.0228,0.0292,0.0675,0.0524,0.0014,0.0032,0.0107,0.0171,0.1120,-0.1152,0.0280,0.1622,0.2973,0.5405,0.8098,-0.0352,-0.4616
pg33780-2,0.0269,0.0243,0.2684,0.1100,0.0256,0.0209,0.0299,0.0659,0.0461,0.0016,0.0061,0.0216,0.0188,0.1251,-0.0990,0.0260,0.2162,0.1892,0.5946,0.8162,-0.0352,-0.4616
pg33780-1,0.0306,0.2081,0.0024,0.1066,0.0169,0.0190,0.0316,0.0694,0.0469,0.0024,0.0059,0.0149,0.0173,0.1242,-0.1023,0.0255,0.2222,0.1389,0.6389,0.8068,-0.0352,-0.4616
pg2684Galsw4-12,0.0073,0.5543,0.1653,0.0744,0.0302,0.0323,0.0450,0.0560,0.0407,0.0021,0.0120,0.0068,0.0105,0.1220,-0.0375,0.0026,0.0606,0.1818,0.7576,0.7711,0.0233,-0.1521
pg2684Galsw4-11,0.0165,0.4193,0.2148,0.0867,0.0292,0.0278,0.0333,0.0541,0.0425,0.0061,0.0082,0.0091,0.0142,0.1108,-0.0733,0.0138,0.3939,0.2424,0.3636,0.8177,0.0233,-0.1521
pg30600-5,0.0239,0.2129,0.2697,0.0643,0.0292,0.0276,0.0397,0.0659,0.0476,0.0052,0.0015,0.0000,0.0108,0.1122,-0.0717,0.0171,0.3514,0.3243,0.3243,0.7138,-0.0915,0.1243
pg30600-4,0.0346,0.1966,0.1912,0.0722,0.0214,0.0239,0.0381,0.0621,0.0589,0.0024,0.0023,0.0002,0.0131,0.1051,-0.1271,0.0284,0.1316,0.4211,0.4474,0.7721,-0.0915,0.1243
pg30600-3,0.0290,0.3337,0.1711,0.0791,0.0255,0.0281,0.0368,0.0572,0.0549,0.0037,0.0025,0.0000,0.0103,0.1002,-0.1041,0.0227,0.0769,0.2308,0.6923,0.7425,-0.0915,0.1243
pg30600-2,0.0226,0.3402,0.2142,0.0627,0.0246,0.0292,0.0362,0.0717,0.0499,0.0035,0.0027,0.0001,0.0054,0.1142,-0.0631,0.0155,0.1842,0.2895,0.5263,0.6999,-0.0915,0.1243
pg30600-1,0.0320,0.3255,0.2219,0.0646,0.0251,0.0261,0.0339,0.0672,0.0522,0.0028,0.0030,0.0000,0.0094,0.1069,-0.0934,0.0255,0.2564,0.3077,0.4359,0.6697,-0.0915,0.1243
pg2684Galsw4-10,0.0107,0.4699,0.1867,0.0675,0.0321,0.0259,0.0396,0.0638,0.0360,0.0047,0.0088,0.0126,0.0114,0.1295,-0.0120,0.0087,0.3939,0.1818,0.4242,0.7275,0.0233,-0.1521
pg40673-6,0.0328,0.2083,0.2282,0.0897,0.0308,0.0197,0.0358,0.0762,0.0482,0.0012,0.0080,0.0089,0.0141,0.1301,-0.0854,0.0339,0.3611,0.1667,0.4722,0.8356,-0.0565,-0.7777
pg40673-7,0.0310,0.2826,0.2268,0.0828,0.0298,0.0197,0.0355,0.0763,0.0474,0.0007,0.0053,0.0084,0.0135,0.1263,-0.0949,0.0298,0.3889,0.1667,0.4444,0.8079,-0.0565,-0.7777
pg37827-14,0.0354,0.1902,0.2024,0.0901,0.0245,0.0228,0.0263,0.0585,0.0513,0.0024,0.0045,0.0106,0.0105,0.1023,-0.0866,0.0340,0.1875,0.1875,0.6250,0.7897,0.1614,0.3622
pg37827-15,0.0230,0.1723,0.2814,0.0794,0.0233,0.0252,0.0269,0.0572,0.0467,0.0017,0.0029,0.0074,0.0080,0.0961,-0.0525,0.0238,0.2424,0.2121,0.5455,0.7317,0.1614,0.3622
pg37827-12,0.0338,0.1652,0.2296,0.0720,0.0212,0.0269,0.0259,0.0559,0.0510,0.0011,0.0035,0.0081,0.0117,0.0945,-0.0953,0.0338,0.3030,0.1818,0.5152,0.7395,0.1614,0.3622
pg33780-9,0.0228,0.1582,0.1814,0.1105,0.0279,0.0171,0.0293,0.0673,0.0298,0.0027,0.0047,0.0346,0.0329,0.1386,-0.0773,0.0286,0.2162,0.3243,0.4595,0.8128,-0.0352,-0.4616
pg37827-13,0.0260,0.2445,0.1730,0.0763,0.0231,0.0246,0.0252,0.0575,0.0495,0.0006,0.0035,0.0092,0.0119,0.0960,-0.0795,0.0285,0.3939,0.1515,0.4545,0.7503,0.1614,0.3622
pg40673-1,0.0317,0.2638,0.1371,0.0767,0.0298,0.0218,0.0306,0.0739,0.0465,0.0008,0.0067,0.0098,0.0131,0.1218,-0.0821,0.0315,0.3056,0.2500,0.4444,0.7918,-0.0565,-0.7777
pg33780-8,0.0212,0.2194,0.1493,0.1086,0.0254,0.0195,0.0320,0.0654,0.0261,0.0023,0.0051,0.0338,0.0307,0.1386,-0.0493,0.0257,0.3243,0.2432,0.4324,0.7743,-0.0352,-0.4616
pg37827-10,0.0238,0.2718,0.1896,0.0746,0.0251,0.0264,0.0285,0.0604,0.0465,0.0011,0.0044,0.0085,0.0071,0.1029,-0.0498,0.0230,0.0909,0.4545,0.4545,0.7287,0.1614,0.3622
pg40673-2,0.0243,0.2577,0.1368,0.0845,0.0288,0.0222,0.0322,0.0857,0.0448,0.0013,0.0066,0.0121,0.0149,0.1379,-0.0711,0.0259,0.2778,0.4167,0.3056,0.8145,-0.0565,-0.7777
pg33780-7,0.0200,0.2545,0.0528,0.1109,0.0235,0.0194,0.0298,0.0664,0.0315,0.0027,0.0041,0.0344,0.0284,0.1374,-0.0626,0.0263,0.1471,0.1765,0.6765,0.7924,-0.0352,-0.4616
pg37827-11,0.0376,0.2174,0.1820,0.0793,0.0196,0.0236,0.0262,0.0568,0.0530,0.0011,0.0045,0.0060,0.0148,0.0946,-0.1034,0.0365,0.2727,0.1515,0.5758,0.7613,0.1614,0.3622
pg40673-3,0.0256,0.3013,0.1982,0.0852,0.0283,0.0266,0.0344,0.0851,0.0442,0.0013,0.0045,0.0076,0.0091,0.1329,-0.0428,0.0254,0.2973,0.3514,0.3514,0.7897,-0.0565,-0.7777
pg33780-6,0.0258,0.2218,0.1268,0.1079,0.0206,0.0217,0.0322,0.0614,0.0423,0.0027,0.0026,0.0221,0.0227,0.1210,-0.0960,0.0259,0.2703,0.2162,0.5135,0.8012,-0.0352,-0.4616
pg40673-4,0.0282,0.3754,0.1659,0.0956,0.0304,0.0223,0.0410,0.0729,0.0437,0.0016,0.0042,0.0086,0.0087,0.1283,-0.0525,0.0257,0.1667,0.5000,0.3333,0.7863,-0.0565,-0.7777
pg33780-5,0.0315,0.3414,0.0160,0.0909,0.0213,0.0198,0.0284,0.0662,0.0500,0.0023,0.0052,0.0171,0.0201,0.1192,-0.1212,0.0318,0.2703,0.3243,0.4054,0.6913,-0.0352,-0.4616
pg40673-5,0.0285,0.2829,0.1620,0.1040,0.0349,0.0195,0.0339,0.0743,0.0453,0.0018,0.0052,0.0108,0.0112,0.1260,-0.0711,0.0276,0.2500,0.1667,0.5833,0.7993,-0.0565,-0.7777
pg39349-4,0.0193,0.4225,0.0698,0.0832,0.0200,0.0203,0.0451,0.0490,0.0565,0.0004,0.0046,0.0002,0.0024,0.0993,-0.0773,0.0188,0.3429,0.1143,0.5429,0.7668,-0.0671,-1.0036
pg39349-5,0.0202,0.3528,0.1374,0.0822,0.0190,0.0212,0.0394,0.0557,0.0587,0.0010,0.0053,0.0009,0.0027,0.1023,-0.0964,0.0208,0.3143,0.1429,0.5429,0.7525,-0.0671,-1.0036
pg39349-2,0.0149,0.3730,0.0850,0.0676,0.0206,0.0196,0.0453,0.0471,0.0572,0.0005,0.0058,0.0015,0.0023,0.1002,-0.0747,0.0121,0.4000,0.1714,0.4286,0.7666,-0.0671,-1.0036
pg39349-3,0.0191,0.4265,0.0247,0.0729,0.0162,0.0216,0.0481,0.0459,0.0572,0.0006,0.0036,0.0006,0.0020,0.0988,-0.0882,0.0175,0.3235,0.2059,0.4706,0.7484,-0.0671,-1.0036
pg37827-18,0.0334,0.1449,0.2309,0.0896,0.0243,0.0258,0.0296,0.0539,0.0525,0.0005,0.0052,0.0108,0.0128,0.1000,-0.0960,0.0349,0.3333,0.2424,0.4242,0.8295,0.1614,0.3622
pg39349-8,0.0189,0.3647,0.0497,0.0779,0.0167,0.0225,0.0408,0.0501,0.0555,0.0006,0.0028,0.0007,0.0029,0.0950,-0.0769,0.0190,0.2000,0.2286,0.5714,0.7699,-0.0671,-1.0036
pg37827-19,0.0335,0.1823,0.3357,0.0885,0.0256,0.0272,0.0293,0.0543,0.0513,0.0018,0.0049,0.0080,0.0107,0.0983,-0.0998,0.0307,0.3030,0.2121,0.4848,0.8059,0.1614,0.3622
pg39349-9,0.0189,0.3031,0.0490,0.0779,0.0181,0.0225,0.0420,0.0487,0.0575,0.0010,0.0042,0.0005,0.0027,0.0964,-0.0816,0.0180,0.2647,0.1471,0.5882,0.7796,-0.0671,-1.0036
pg37827-16,0.0316,0.1546,0.2533,0.0849,0.0225,0.0265,0.0254,0.0475,0.0529,0.0012,0.0044,0.0073,0.0103,0.0858,-0.0987,0.0295,0.3030,0.1818,0.5152,0.7757,0.1614,0.3622
pg39349-6,0.0240,0.2132,0.1107,0.1046,0.0192,0.0176,0.0385,0.0471,0.0620,0.0010,0.0055,0.0009,0.0041,0.0930,-0.1168,0.0270,0.1429,0.3714,0.4857,0.8193,-0.0671,-1.0036
pg37827-17,0.0324,0.1546,0.2237,0.0926,0.0232,0.0250,0.0273,0.0557,0.0527,0.0011,0.0037,0.0098,0.0106,0.0976,-0.0987,0.0334,0.4242,0.1515,0.4242,0.8304,0.1614,0.3622
pg39349-7,0.0203,0.3382,0.0156,0.0888,0.0200,0.0213,0.0386,0.0486,0.0613,0.0009,0.0046,0.0010,0.0021,0.0937,-0.0987,0.0210,0.2571,0.2571,0.4857,0.7885,-0.0671,-1.0036
pg34034-9,0.0149,0.1568,0.3097,0.1032,0.0224,0.0204,0.0358,0.0617,0.0314,0.0002,0.0049,0.0233,0.0270,0.1259,-0.0738,0.0198,0.2759,0.2414,0.4828,0.7769,-0.0660,-0.8013
pg34034-8,0.0125,0.2192,0.3516,0.0848,0.0247,0.0252,0.0421,0.0626,0.0308,0.0004,0.0055,0.0248,0.0217,0.1354,-0.0377,0.0119,0.4000,0.2333,0.3667,0.7743,-0.0660,-0.8013
pg34034-7,0.0100,0.2391,0.2980,0.0853,0.0251,0.0256,0.0328,0.0689,0.0295,0.0002,0.0042,0.0254,0.0218,0.1315,-0.0477,0.0092,0.2667,0.3000,0.4333,0.7837,-0.0660,-0.8013
pg34034-6,0.0142,0.3649,0.2280,0.0807,0.0237,0.0282,0.0401,0.0657,0.0365,0.0009,0.0055,0.0176,0.0163,0.1298,-0.0535,0.0136,0.2333,0.3000,0.4667,0.7567,-0.0660,-0.8013
pg34034-5,0.0141,0.3054,0.2665,0.1034,0.0253,0.0225,0.0343,0.0615,0.0387,0.0003,0.0070,0.0183,0.0129,0.1214,-0.0664,0.0122,0.2333,0.1667,0.6000,0.8072,-0.0660,-0.8013
pg34034-4,0.0160,0.2940,0.1643,0.0929,0.0258,0.0271,0.0281,0.0645,0.0379,0.0001,0.0042,0.0185,0.0192,0.1154,-0.0742,0.0171,0.3548,0.2581,0.3871,0.7852,-0.0660,-0.8013
pg18894-2,0.0231,0.4169,0.0989,0.0791,0.0190,0.0232,0.0302,0.0622,0.0412,0.0008,0.0019,0.0113,0.0065,0.1064,-0.0263,0.0204,0.1852,0.2222,0.5926,0.6949,-0.0618,0.4165
pg18894-3,0.0156,0.4111,0.1493,0.0806,0.0279,0.0273,0.0332,0.0578,0.0393,0.0001,0.0033,0.0129,0.0061,0.1073,-0.0008,0.0135,0.1786,0.2143,0.6071,0.6693,-0.0618,0.4165
pg30733-7,0.0137,0.3555,0.1003,0.1043,0.0339,0.0233,0.0394,0.0564,0.0444,0.0006,0.0002,0.0053,0.0091,0.1019,-0.0471,0.0156,0.2222,0.1852,0.5926,0.7422,-0.1053,-0.1943
pg18894-1,0.0156,0.4896,0.0995,0.0652,0.0212,0.0256,0.0406,0.0538,0.0357,0.0005,0.0033,0.0141,0.0051,0.1123,0.0443,0.0117,0.0741,0.0741,0.8519,0.6481,-0.0618,0.4165
pg30733-6,0.0125,0.2876,0.2578,0.0954,0.0322,0.0260,0.0403,0.0512,0.0345,0.0008,0.0001,0.0036,0.0056,0.0960,0.0397,0.0128,0.2143,0.2857,0.5000,0.6895,-0.1053,-0.1943
pg18894-6,0.0140,0.1594,0.1680,0.1148,0.0251,0.0231,0.0303,0.0513,0.0417,0.0005,0.0034,0.0155,0.0054,0.1010,-0.0371,0.0144,0.2593,0.1111,0.6296,0.7495,-0.0618,0.4165
pg30733-5,0.0135,0.2659,0.1894,0.0983,0.0337,0.0245,0.0378,0.0566,0.0370,0.0011,0.0003,0.0038,0.0053,0.0996,0.0335,0.0135,0.1379,0.2414,0.6207,0.6924,-0.1053,-0.1943
pg18894-7,0.0163,0.2764,0.0380,0.1001,0.0182,0.0243,0.0294,0.0533,0.0456,0.0000,0.0027,0.0126,0.0067,0.0980,-0.0621,0.0177,0.2500,0.1786,0.5714,0.7514,-0.0618,0.4165
pg30733-4,0.0173,0.2700,0.2053,0.1182,0.0333,0.0246,0.0395,0.0566,0.0375,0.0013,0.0003,0.0071,0.0076,0.1048,0.0159,0.0186,0.2143,0.1071,0.6786,0.7196,-0.1053,-0.1943
pg18894-4,0.0178,0.2833,0.1915,0.0920,0.0213,0.0260,0.0340,0.0579,0.0404,0.0001,0.0024,0.0159,0.0062,0.1103,-0.0257,0.0171,0.1786,0.1786,0.6429,0.6804,-0.0618,0.4165
pg30733-3,0.0120,0.4211,0.1313,0.0940,0.0340,0.0238,0.0451,0.0555,0.0347,0.0001,0.0013,0.0032,0.0065,0.1052,0.0397,0.0097,0.2857,0.2143,0.5000,0.6668,-0.1053,-0.1943
pg18894-5,0.0119,0.3489,0.1948,0.0762,0.0244,0.0253,0.0371,0.0551,0.0367,0.0004,0.0037,0.0089,0.0040,0.1052,0.0208,0.0104,0.2222,0.1111,0.6667,0.6517,-0.0618,0.4165
pg30733-2,0.0147,0.2730,0.1980,0.1007,0.0286,0.0239,0.0403,0.0605,0.0323,0.0010,0.0003,0.0044,0.0110,0.1065,0.0216,0.0164,0.2222,0.2593,0.5185,0.6795,-0.1053,-0.1943
pg36159-1,0.0290,0.1883,0.1812,0.0784,0.0193,0.0225,0.0372,0.0543,0.0558,0.0001,0.0149,0.0021,0.0052,0.1086,-0.1062,0.0288,0.7188,0.0313,0.2500,0.8137,-0.0065,-0.9755
pg30733-1,0.0153,0.2803,0.1936,0.0829,0.0302,0.0252,0.0429,0.0575,0.0309,0.0010,0.0006,0.0045,0.0133,0.1065,0.0151,0.0175,0.1852,0.1481,0.6667,0.6746,-0.1053,-0.1943
pg18489-1,0.0239,0.1851,0.2251,0.0885,0.0239,0.0291,0.0272,0.0512,0.0545,0.0000,0.0007,0.0149,0.0035,0.0940,-0.0773,0.0221,0.2059,0.1765,0.6176,0.7321,-0.0607,-0.4496
pg18489-3,0.0197,0.1935,0.1270,0.0878,0.0264,0.0253,0.0267,0.0509,0.0476,0.0000,0.0017,0.0097,0.0034,0.0890,-0.0444,0.0228,0.2571,0.2000,0.5429,0.6927,-0.0607,-0.4496
pg18489-2,0.0181,0.1748,0.2106,0.0917,0.0256,0.0272,0.0285,0.0534,0.0486,0.0004,0.0004,0.0141,0.0030,0.0968,-0.0428,0.0193,0.2059,0.1765,0.6176,0.7200,-0.0607,-0.4496
pg18489-5,0.0248,0.2760,0.1212,0.0837,0.0203,0.0267,0.0268,0.0476,0.0497,0.0010,0.0022,0.0179,0.0064,0.0955,-0.0846,0.0230,0.4000,0.1714,0.4286,0.7900,-0.0607,-0.4496
pg18489-4,0.0170,0.2274,0.1522,0.0825,0.0213,0.0247,0.0277,0.0569,0.0481,0.0002,0.0012,0.0114,0.0034,0.0974,-0.0493,0.0184,0.3429,0.2286,0.4286,0.6889,-0.0607,-0.4496
pg20257-1,0.0081,0.3502,0.0018,0.0677,0.0182,0.0261,0.0378,0.1001,0.0140,0.0057,0.0117,0.0251,0.0009,0.1805,0.6795,0.0014,0.0000,0.1250,0.8750,0.4109,-0.0894,-0.2290
pg35902-1,0.0229,0.1382,0.0184,0.0684,0.0184,0.0246,0.0240,0.0613,0.0432,0.0005,0.0015,0.0013,0.0042,0.0886,-0.0405,0.0215,0.4286,0.1429,0.4286,0.6773,-0.0373,-0.7697
pg35902-2,0.0268,0.2780,0.0079,0.0908,0.0110,0.0241,0.0230,0.0575,0.0526,0.0011,0.0027,0.0009,0.0068,0.0852,-0.1076,0.0284,0.3667,0.1333,0.5000,0.8299,-0.0373,-0.7697
pg35902-5,0.0172,0.2379,0.0282,0.0786,0.0244,0.0262,0.0271,0.0681,0.0443,0.0010,0.0017,0.0003,0.0049,0.0982,-0.0318,0.0188,0.2333,0.1333,0.6333,0.6869,-0.0373,-0.7697
pg36159-2,0.0326,0.0434,0.2420,0.0848,0.0189,0.0177,0.0378,0.0489,0.0541,0.0001,0.0120,0.0024,0.0055,0.1012,-0.1110,0.0329,0.3438,0.2813,0.3750,0.8284,-0.0065,-0.9755
pg35902-6,0.0187,0.2511,0.0862,0.0896,0.0195,0.0254,0.0278,0.0694,0.0493,0.0015,0.0017,0.0007,0.0043,0.1011,-0.0631,0.0195,0.2069,0.2414,0.5517,0.7383,-0.0373,-0.7697
pg36159-3,0.0348,0.1783,0.2129,0.0892,0.0179,0.0189,0.0324,0.0519,0.0480,0.0000,0.0146,0.0043,0.0079,0.1032,-0.0994,0.0362,0.3636,0.2424,0.3939,0.8049,-0.0065,-0.9755
pg18894-8,0.0154,0.3749,0.0097,0.0835,0.0192,0.0226,0.0310,0.0537,0.0428,0.0002,0.0031,0.0076,0.0055,0.0956,-0.0399,0.0125,0.2500,0.2500,0.5000,0.7306,-0.0618,0.4165
pg35902-3,0.0237,0.2741,0.0222,0.0914,0.0166,0.0229,0.0254,0.0598,0.0461,0.0017,0.0019,0.0009,0.0041,0.0897,-0.0655,0.0241,0.4828,0.1724,0.3448,0.7561,-0.0373,-0.7697
pg36159-4,0.0283,0.1000,0.2409,0.0867,0.0233,0.0211,0.0361,0.0469,0.0486,0.0000,0.0175,0.0042,0.0069,0.1047,-0.0895,0.0285,0.4516,0.1935,0.3548,0.8255,-0.0065,-0.9755
pg18894-9,0.0190,0.4015,0.0233,0.0863,0.0208,0.0223,0.0313,0.0510,0.0492,0.0004,0.0037,0.0082,0.0049,0.0946,-0.0697,0.0177,0.2593,0.1111,0.6296,0.7523,-0.0618,0.4165
pg35902-4,0.0191,0.2961,0.0667,0.0851,0.0169,0.0205,0.0259,0.0583,0.0441,0.0012,0.0018,0.0004,0.0055,0.0876,-0.0493,0.0201,0.4828,0.1034,0.4138,0.7241,-0.0373,-0.7697
pg36159-5,0.0282,0.2086,0.2368,0.0895,0.0203,0.0231,0.0411,0.0539,0.0456,0.0002,0.0151,0.0054,0.0067,0.1157,-0.0795,0.0268,0.2424,0.2424,0.5152,0.8051,-0.0065,-0.9755
pg35902-9,0.0177,0.0368,0.1951,0.0999,0.0277,0.0198,0.0255,0.0571,0.0464,0.0014,0.0033,0.0029,0.0040,0.0902,-0.0556,0.0094,0.3448,0.1034,0.5517,0.7621,-0.0373,-0.7697
pg36159-6,0.0247,0.2133,0.2732,0.0833,0.0203,0.0231,0.0411,0.0621,0.0440,0.0001,0.0136,0.0044,0.0052,0.1213,-0.0581,0.0248,0.3750,0.1563,0.4688,0.7877,-0.0065,-0.9755
pg36159-7,0.0258,0.1249,0.2692,0.0867,0.0214,0.0217,0.0384,0.0552,0.0478,0.0001,0.0145,0.0059,0.0052,0.1141,-0.0887,0.0249,0.4545,0.1212,0.4242,0.8065,-0.0065,-0.9755
pg35902-7,0.0161,0.2111,0.1254,0.0899,0.0233,0.0200,0.0262,0.0598,0.0463,0.0018,0.0027,0.0015,0.0024,0.0920,-0.0347,0.0165,0.3333,0.1333,0.5333,0.6955,-0.0373,-0.7697
pg36159-8,0.0277,0.0971,0.3736,0.0786,0.0223,0.0271,0.0351,0.0476,0.0506,0.0000,0.0148,0.0030,0.0078,0.1005,-0.1076,0.0270,0.3333,0.1818,0.4848,0.8178,-0.0065,-0.9755
pg35902-8,0.0207,0.1942,0.0835,0.0878,0.0224,0.0209,0.0234,0.0612,0.0451,0.0014,0.0023,0.0027,0.0041,0.0910,-0.0477,0.0206,0.4333,0.1000,0.4667,0.7080,-0.0373,-0.7697
pg36159-9,0.0248,0.0974,0.3414,0.0933,0.0268,0.0215,0.0361,0.0573,0.0502,0.0002,0.0127,0.0042,0.0050,0.1105,-0.0960,0.0255,0.4545,0.1818,0.3636,0.8126,-0.0065,-0.9755
pg30448-5,0.0134,0.3636,0.0779,0.0683,0.0281,0.0275,0.0304,0.0762,0.0365,0.0004,0.0013,0.0095,0.0097,0.1178,-0.0134,0.0134,0.2424,0.2424,0.5152,0.6624,-0.0841,0.7118
pg30448-2,0.0103,0.2847,0.0290,0.0740,0.0261,0.0264,0.0409,0.0795,0.0365,0.0007,0.0009,0.0072,0.0093,0.1292,-0.0037,0.0094,0.3667,0.1000,0.5333,0.6608,-0.0841,0.7118
pg30448-1,0.0148,0.3522,0.1110,0.0633,0.0250,0.0255,0.0301,0.0781,0.0355,0.0006,0.0023,0.0086,0.0098,0.1197,0.0058,0.0173,0.1613,0.1613,0.6774,0.6085,-0.0841,0.7118
pg30448-4,0.0117,0.1958,0.0295,0.0690,0.0224,0.0268,0.0341,0.0786,0.0334,0.0007,0.0017,0.0128,0.0104,0.1279,-0.0022,0.0132,0.0606,0.1818,0.7576,0.6396,-0.0841,0.7118
pg30448-3,0.0158,0.3826,0.0447,0.0635,0.0259,0.0288,0.0311,0.0756,0.0399,0.0003,0.0011,0.0089,0.0071,0.1170,-0.0065,0.0142,0.2813,0.2188,0.5000,0.6132,-0.0841,0.7118
pg35247-2,0.0315,0.0812,0.2014,0.1092,0.0189,0.0205,0.0272,0.0577,0.0504,0.0000,0.0069,0.0104,0.0094,0.1022,-0.0914,0.0343,0.4706,0.1765,0.3529,0.7854,-0.0596,-0.4924
