bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21
pg35517-5,0.0087,0.1891,0.0111,0.0804,0.0190,0.0281,0.0408,0.0629,0.0335,0.0002,0.0133,0.0030,0.0016,0.1202,0.0945,0.0088,0.1111,0.1667,0.7222,0.6295,-0.0394,0.5772
pg35517-6,0.0104,0.2726,0.0138,0.0739,0.0200,0.0273,0.0510,0.0723,0.0303,0.0006,0.0096,0.0008,0.0030,0.1343,0.1446,0.0100,0.2500,0.3000,0.4500,0.6438,-0.0394,0.5772
pg35517-3,0.0092,0.2007,0.0054,0.0773,0.0149,0.0293,0.0468,0.0682,0.0305,0.0006,0.0105,0.0007,0.0025,0.1268,0.1446,0.0112,0.1765,0.1176,0.7059,0.6513,-0.0394,0.5772
pg35517-4,0.0076,0.1629,0.0280,0.0737,0.0190,0.0299,0.0453,0.0677,0.0286,0.0007,0.0087,0.0013,0.0015,0.1237,0.1676,0.0075,0.2353,0.1176,0.6471,0.5989,-0.0394,0.5772
pg35517-7,0.0102,0.1839,0.0013,0.0793,0.0168,0.0321,0.0515,0.0668,0.0340,0.0005,0.0093,0.0006,0.0012,0.1288,0.0890,0.0087,0.1176,0.1176,0.7647,0.6700,-0.0394,0.5772
pg4045HermanOmmo-3,0.0138,0.3160,0.0353,0.0435,0.0160,0.0290,0.0379,0.0874,0.0337,0.0008,0.0156,0.0049,0.0023,0.1466,0.0945,0.0066,0.1905,0.0952,0.7143,0.5967,-0.0108,0.9852
pg4045HermanOmmo-2,0.0138,0.3437,0.0077,0.0461,0.0185,0.0317,0.0353,0.0772,0.0351,0.0011,0.0107,0.0024,0.0018,0.1267,0.0875,0.0040,0.1053,0.2105,0.6842,0.6110,-0.0108,0.9852
pg4045HermanOmmo-1,0.0112,0.3495,0.0585,0.0482,0.0219,0.0323,0.0372,0.0780,0.0336,0.0009,0.0107,0.0035,0.0021,0.1303,0.1029,0.0039,0.0000,0.0000,1.0000,0.6228,-0.0108,0.9852
pg35517-1,0.0089,0.2236,0.0161,0.0700,0.0172,0.0312,0.0455,0.0696,0.0319,0.0003,0.0090,0.0007,0.0022,0.1251,0.1130,0.0106,0.2222,0.2222,0.5556,0.6478,-0.0394,0.5772
pg35517-2,0.0084,0.1895,0.0292,0.0892,0.0237,0.0311,0.0486,0.0671,0.0331,0.0008,0.0090,0.0009,0.0013,0.1264,0.1092,0.0087,0.1765,0.1176,0.7059,0.6623,-0.0394,0.5772
pg46008-8,0.0214,0.2258,0.0720,0.0780,0.0142,0.0218,0.0322,0.0834,0.0413,0.0001,0.0016,0.0048,0.0075,0.1222,-0.0366,0.0297,0.2727,0.1212,0.6061,0.7329,-0.0735,-0.5199
pg46008-6,0.0287,0.1583,0.1602,0.0851,0.0160,0.0218,0.0345,0.0848,0.0433,0.0001,0.0018,0.0064,0.0154,0.1276,-0.0858,0.0333,0.3333,0.1818,0.4848,0.7828,-0.0735,-0.5199
pg46008-7,0.0264,0.1385,0.1784,0.0894,0.0160,0.0208,0.0367,0.0857,0.0421,0.0002,0.0018,0.0067,0.0110,0.1311,-0.0692,0.0278,0.3030,0.2727,0.4242,0.7965,-0.0735,-0.5199
pg46008-4,0.0249,0.1943,0.0873,0.0767,0.0149,0.0207,0.0361,0.0815,0.0435,0.0002,0.0014,0.0086,0.0091,0.1278,-0.0678,0.0313,0.1818,0.1515,0.6667,0.7582,-0.0735,-0.5199
pg46008-5,0.0217,0.1541,0.0414,0.0843,0.0098,0.0222,0.0378,0.0861,0.0402,0.0000,0.0010,0.0072,0.0086,0.1321,-0.0336,0.0251,0.1667,0.1000,0.7333,0.7465,-0.0735,-0.5199
pg46008-2,0.0260,0.0895,0.1543,0.0813,0.0159,0.0221,0.0394,0.0831,0.0452,0.0000,0.0018,0.0100,0.0142,0.1343,-0.0799,0.0305,0.3030,0.1515,0.5455,0.7925,-0.0735,-0.5199
pg46008-3,0.0258,0.1021,0.2737,0.0794,0.0185,0.0243,0.0391,0.0846,0.0452,0.0001,0.0020,0.0108,0.0124,0.1366,-0.0697,0.0242,0.1515,0.1515,0.6970,0.7636,-0.0735,-0.5199
pg17938-10,0.0248,0.1721,0.2169,0.0933,0.0247,0.0250,0.0412,0.0535,0.0503,0.0001,0.0036,0.0147,0.0031,0.1132,-0.0613,0.0182,0.1714,0.1143,0.7143,0.8160,-0.0394,-0.3451
pg46008-1,0.0236,0.0768,0.1055,0.0804,0.0134,0.0214,0.0427,0.0814,0.0454,0.0004,0.0013,0.0039,0.0126,0.1297,-0.0747,0.0316,0.1818,0.1818,0.6364,0.7686,-0.0735,-0.5199
pg1963-4,0.0193,0.0459,0.3003,0.1110,0.0206,0.0261,0.0354,0.0641,0.0621,0.0004,0.0016,0.0070,0.0019,0.1085,-0.1012,0.0138,0.2973,0.2973,0.4054,0.7774,-0.0947,-0.2242
pg1963-3,0.0200,0.1122,0.1747,0.1024,0.0161,0.0253,0.0370,0.0645,0.0588,0.0006,0.0004,0.0045,0.0020,0.1070,-0.0934,0.0160,0.2703,0.1351,0.5946,0.7740,-0.0947,-0.2242
pg1963-2,0.0209,0.0570,0.2570,0.0917,0.0188,0.0282,0.0361,0.0655,0.0547,0.0006,0.0005,0.0041,0.0026,0.1068,-0.0778,0.0149,0.2222,0.2500,0.5278,0.7379,-0.0947,-0.2242
pg1963-1,0.0188,0.0499,0.1610,0.0939,0.0204,0.0287,0.0336,0.0641,0.0524,0.0008,0.0006,0.0068,0.0020,0.1059,-0.0655,0.0132,0.1622,0.1622,0.6757,0.7539,-0.0947,-0.2242
pg47338-5,0.0157,0.0994,0.0936,0.0827,0.0297,0.0238,0.0331,0.0703,0.0224,0.0017,0.0137,0.0059,0.0069,0.1247,0.1960,0.0150,0.3182,0.1818,0.5000,0.5586,-0.0012,0.8338
pg47338-3,0.0210,0.1170,0.1006,0.0769,0.0265,0.0227,0.0363,0.0734,0.0263,0.0006,0.0143,0.0041,0.0083,0.1287,0.1079,0.0221,0.3333,0.3333,0.3333,0.5982,-0.0012,0.8338
pg47338-4,0.0190,0.1417,0.1004,0.0649,0.0247,0.0251,0.0294,0.0758,0.0263,0.0000,0.0150,0.0031,0.0064,0.1233,0.1249,0.0178,0.3333,0.1111,0.5556,0.5949,-0.0012,0.8338
pg47338-1,0.0130,0.0598,0.1398,0.0716,0.0271,0.0258,0.0350,0.0795,0.0220,0.0015,0.0121,0.0078,0.0102,0.1359,0.1551,0.0193,0.1000,0.4500,0.4500,0.5967,-0.0012,0.8338
pg47338-2,0.0184,0.1123,0.1071,0.0697,0.0274,0.0230,0.0346,0.0853,0.0235,0.0002,0.0144,0.0032,0.0078,0.1377,0.1808,0.0208,0.2353,0.3529,0.4118,0.5449,-0.0012,0.8338
pg23118-2,0.0110,0.4571,0.0185,0.0568,0.0189,0.0272,0.0343,0.0713,0.0255,0.0004,0.0099,0.0034,0.0030,0.1193,0.1912,0.0088,0.1333,0.0667,0.8000,0.5614,-0.0830,-0.1474
pg35326-9,0.0131,0.5129,0.1720,0.0661,0.0269,0.0298,0.0291,0.0603,0.0399,0.0010,0.0009,0.0103,0.0058,0.1016,-0.0100,0.0087,0.3000,0.1667,0.5333,0.6567,-0.0267,0.9017
pg23118-1,0.0109,0.3051,0.0178,0.0681,0.0217,0.0278,0.0331,0.0716,0.0265,0.0008,0.0094,0.0069,0.0034,0.1218,0.1894,0.0087,0.1818,0.0000,0.8182,0.5934,-0.0830,-0.1474
pg23118-4,0.0089,0.4222,0.0252,0.0473,0.0202,0.0257,0.0364,0.0645,0.0227,0.0000,0.0079,0.0039,0.0013,0.1127,0.3174,0.0039,0.0714,0.3571,0.5714,0.4516,-0.0830,-0.1474
pg35326-7,0.0138,0.4070,0.1940,0.0740,0.0265,0.0294,0.0300,0.0520,0.0379,0.0013,0.0013,0.0103,0.0117,0.0949,-0.0394,0.0131,0.3333,0.2000,0.4667,0.7043,-0.0267,0.9017
pg23118-3,0.0094,0.5360,0.0173,0.0483,0.0211,0.0262,0.0396,0.0676,0.0222,0.0002,0.0092,0.0032,0.0011,0.1198,0.3484,0.0021,0.0667,0.0000,0.9333,0.4403,-0.0830,-0.1474
pg35326-8,0.0143,0.5858,0.1058,0.0548,0.0227,0.0286,0.0339,0.0585,0.0384,0.0007,0.0018,0.0089,0.0072,0.1038,-0.0086,0.0108,0.1333,0.1667,0.7000,0.6664,-0.0267,0.9017
pg23118-6,0.0089,0.4809,0.0622,0.0485,0.0222,0.0256,0.0401,0.0693,0.0260,0.0002,0.0071,0.0034,0.0016,0.1201,0.2350,0.0026,0.0667,0.0667,0.8667,0.5163,-0.0830,-0.1474
pg35326-5,0.0160,0.4351,0.1373,0.0703,0.0244,0.0303,0.0291,0.0569,0.0457,0.0010,0.0006,0.0132,0.0113,0.1008,-0.0786,0.0124,0.3571,0.1071,0.5357,0.7217,-0.0267,0.9017
pg23118-5,0.0091,0.1967,0.0901,0.0583,0.0205,0.0281,0.0303,0.0669,0.0242,0.0005,0.0093,0.0044,0.0020,0.1114,0.2498,0.0085,0.0833,0.2500,0.6667,0.5024,-0.0830,-0.1474
pg23630-2,0.0097,0.4937,0.1349,0.0522,0.0273,0.0274,0.0311,0.0644,0.0338,0.0001,0.0049,0.0033,0.0022,0.1038,0.1020,0.0077,0.1875,0.2188,0.5938,0.5770,-0.1149,0.7957
pg35326-6,0.0137,0.3560,0.2909,0.0724,0.0290,0.0273,0.0283,0.0546,0.0390,0.0016,0.0009,0.0083,0.0090,0.0937,-0.0225,0.0109,0.3667,0.2333,0.4000,0.6719,-0.0267,0.9017
pg23118-8,0.0099,0.3018,0.0076,0.0496,0.0160,0.0252,0.0371,0.0719,0.0276,0.0003,0.0087,0.0042,0.0017,0.1222,0.1930,0.0066,0.0667,0.1333,0.8000,0.5436,-0.0830,-0.1474
pg35326-3,0.0153,0.4167,0.0881,0.0780,0.0276,0.0297,0.0260,0.0503,0.0489,0.0010,0.0005,0.0101,0.0085,0.0879,-0.0769,0.0151,0.2333,0.1000,0.6667,0.7162,-0.0267,0.9017
pg23118-7,0.0100,0.4143,0.0050,0.0604,0.0195,0.0317,0.0358,0.0653,0.0279,0.0003,0.0075,0.0030,0.0026,0.1119,0.1597,0.0075,0.0909,0.1818,0.7273,0.5781,-0.0830,-0.1474
pg35326-4,0.0157,0.3882,0.2325,0.0773,0.0358,0.0280,0.0290,0.0551,0.0475,0.0022,0.0019,0.0124,0.0096,0.1006,-0.0751,0.0151,0.1667,0.2333,0.6000,0.7465,-0.0267,0.9017
pg35326-1,0.0129,0.4699,0.1325,0.0625,0.0273,0.0269,0.0331,0.0554,0.0423,0.0008,0.0009,0.0098,0.0069,0.1000,-0.0225,0.0131,0.1333,0.2667,0.6000,0.6530,-0.0267,0.9017
pg23118-9,0.0097,0.3017,0.0716,0.0518,0.0208,0.0293,0.0346,0.0715,0.0279,0.0005,0.0098,0.0042,0.0015,0.1206,0.1808,0.0089,0.2000,0.1333,0.6667,0.5306,-0.0830,-0.1474
pg35326-2,0.0171,0.3012,0.1979,0.0865,0.0287,0.0260,0.0276,0.0476,0.0508,0.0013,0.0012,0.0112,0.0117,0.0889,-0.0990,0.0207,0.3667,0.2000,0.4333,0.7549,-0.0267,0.9017
pg31568-4,0.0062,0.3837,0.2478,0.0526,0.0261,0.0313,0.0361,0.0509,0.0231,0.0138,0.0099,0.0000,0.0013,0.1107,0.2770,0.0051,0.2500,0.0625,0.6875,0.4749,-0.0448,0.2535
pg44018-2,0.0108,0.3919,0.1152,0.0459,0.0253,0.0246,0.0315,0.0994,0.0246,0.0031,0.0084,0.0019,0.0055,0.1443,0.1692,0.0099,0.2500,0.1500,0.6000,0.5382,-0.0671,0.3336
pg31568-3,0.0136,0.3132,0.1898,0.0588,0.0255,0.0315,0.0345,0.0482,0.0231,0.0136,0.0105,0.0000,0.0035,0.1068,0.1912,0.0114,0.5500,0.1000,0.3500,0.5098,-0.0448,0.2535
pg44018-1,0.0109,0.4212,0.2153,0.0630,0.0322,0.0274,0.0338,0.1034,0.0205,0.0032,0.0108,0.0024,0.0083,0.1536,0.2001,0.0097,0.1875,0.1250,0.6875,0.5815,-0.0671,0.3336
pg44018-4,0.0068,0.3512,0.1594,0.0634,0.0263,0.0272,0.0399,0.1038,0.0209,0.0015,0.0121,0.0017,0.0052,0.1590,0.2476,0.0065,0.2778,0.0556,0.6667,0.6136,-0.0671,0.3336
pg29274-8,0.0135,0.4902,0.1278,0.0922,0.0296,0.0258,0.0277,0.0734,0.0460,0.0000,0.0065,0.0024,0.0015,0.1100,-0.0148,0.0111,0.3200,0.2000,0.4800,0.6962,-0.0596,-0.1196
pg31568-5,0.0083,0.3064,0.1855,0.0598,0.0280,0.0257,0.0352,0.0491,0.0262,0.0169,0.0115,0.0000,0.0045,0.1126,0.1701,0.0054,0.0000,0.1765,0.8235,0.5541,-0.0448,0.2535
pg44018-3,0.0132,0.3403,0.2166,0.0560,0.0257,0.0265,0.0321,0.1053,0.0228,0.0030,0.0102,0.0050,0.0100,0.1556,0.1345,0.0148,0.1053,0.3684,0.5263,0.6048,-0.0671,0.3336
pg29274-7,0.0138,0.3632,0.2005,0.0917,0.0245,0.0257,0.0318,0.0729,0.0450,0.0004,0.0073,0.0029,0.0020,0.1153,-0.0154,0.0134,0.2083,0.1667,0.6250,0.7177,-0.0596,-0.1196
pg29274-6,0.0129,0.3902,0.1531,0.0920,0.0223,0.0294,0.0320,0.0688,0.0429,0.0004,0.0081,0.0042,0.0016,0.1135,-0.0001,0.0122,0.1250,0.2500,0.6250,0.7185,-0.0596,-0.1196
pg29274-5,0.0136,0.3270,0.1901,0.1014,0.0243,0.0245,0.0325,0.0740,0.0447,0.0001,0.0052,0.0016,0.0021,0.1134,-0.0127,0.0140,0.2800,0.0400,0.6800,0.7473,-0.0596,-0.1196
pg29274-4,0.0162,0.2710,0.1743,0.1010,0.0241,0.0254,0.0320,0.0803,0.0460,0.0002,0.0049,0.0033,0.0020,0.1207,-0.0238,0.0160,0.2800,0.2000,0.5200,0.7503,-0.0596,-0.1196
pg29274-3,0.0118,0.2915,0.2022,0.0895,0.0213,0.0304,0.0339,0.0695,0.0409,0.0000,0.0076,0.0025,0.0008,0.1135,0.0216,0.0142,0.2500,0.1250,0.6250,0.7053,-0.0596,-0.1196
pg29274-2,0.0101,0.3595,0.1802,0.0705,0.0277,0.0251,0.0367,0.0770,0.0344,0.0001,0.0090,0.0027,0.0003,0.1255,0.1042,0.0082,0.2273,0.1818,0.5909,0.6153,-0.0596,-0.1196
pg29274-1,0.0093,0.4491,0.0519,0.0779,0.0223,0.0288,0.0356,0.0773,0.0379,0.0002,0.0084,0.0031,0.0015,0.1246,0.0637,0.0073,0.2083,0.0417,0.7500,0.6522,-0.0596,-0.1196
pg44018-6,0.0115,0.3838,0.2192,0.0583,0.0311,0.0282,0.0314,0.1045,0.0209,0.0025,0.0118,0.0053,0.0078,0.1556,0.2075,0.0106,0.1579,0.2632,0.5789,0.5258,-0.0671,0.3336
pg44018-5,0.0141,0.3759,0.0658,0.0540,0.0266,0.0281,0.0302,0.1056,0.0244,0.0021,0.0109,0.0033,0.0107,0.1521,0.1054,0.0139,0.2222,0.1111,0.6667,0.5962,-0.0671,0.3336
pg31568-2,0.0085,0.5513,0.0309,0.0502,0.0209,0.0305,0.0401,0.0459,0.0247,0.0113,0.0141,0.0000,0.0028,0.1114,0.2229,0.0049,0.2778,0.0556,0.6667,0.5121,-0.0448,0.2535
pg31568-1,0.0161,0.2144,0.0739,0.0685,0.0262,0.0281,0.0409,0.0513,0.0251,0.0139,0.0113,0.0000,0.0071,0.1174,0.1104,0.0141,0.2105,0.1053,0.6842,0.6643,-0.0448,0.2535
pg16968-7,0.0262,0.3371,0.1077,0.0966,0.0223,0.0219,0.0267,0.0524,0.0595,0.0004,0.0040,0.0083,0.0213,0.0917,-0.1601,0.0322,0.4423,0.0962,0.4615,0.8493,-0.0883,-0.6655
pg16968-6,0.0315,0.3976,0.0987,0.0870,0.0224,0.0245,0.0212,0.0536,0.0701,0.0012,0.0021,0.0058,0.0193,0.0839,-0.1792,0.0415,0.4038,0.1731,0.4231,0.8493,-0.0883,-0.6655
pg16968-3,0.0343,0.3475,0.1099,0.0958,0.0216,0.0217,0.0261,0.0538,0.0572,0.0023,0.0041,0.0075,0.0189,0.0938,-0.1547,0.0390,0.4038,0.1923,0.4038,0.8263,-0.0883,-0.6655
pg16968-2,0.0271,0.3589,0.1467,0.0960,0.0199,0.0211,0.0236,0.0515,0.0593,0.0006,0.0047,0.0078,0.0169,0.0882,-0.1473,0.0367,0.3269,0.1346,0.5385,0.8507,-0.0883,-0.6655
pg525-2,0.0092,0.1622,0.0630,0.0704,0.0170,0.0289,0.0374,0.0689,0.0442,0.0012,0.0043,0.0107,0.0048,0.1224,-0.0294,0.0062,0.3571,0.1667,0.4762,0.7998,-0.1096,-0.0906
pg16968-5,0.0389,0.3223,0.0762,0.0897,0.0192,0.0161,0.0209,0.0523,0.0663,0.0018,0.0018,0.0064,0.0268,0.0832,-0.1855,0.0491,0.4615,0.2308,0.3077,0.8396,-0.0883,-0.6655
pg525-1,0.0071,0.1368,0.1057,0.0716,0.0183,0.0302,0.0371,0.0663,0.0484,0.0018,0.0039,0.0107,0.0049,0.1198,-0.0488,0.0066,0.3171,0.2195,0.4634,0.7784,-0.1096,-0.0906
pg16968-4,0.0303,0.3642,0.1780,0.0948,0.0260,0.0236,0.0235,0.0533,0.0653,0.0024,0.0033,0.0062,0.0224,0.0887,-0.1712,0.0361,0.3654,0.1923,0.4423,0.8208,-0.0883,-0.6655
pg16968-1,0.0166,0.4396,0.1871,0.0799,0.0227,0.0249,0.0295,0.0520,0.0556,0.0004,0.0057,0.0076,0.0081,0.0952,-0.1034,0.0169,0.1765,0.1765,0.6471,0.7822,-0.0883,-0.6655
pg21858-4,0.0208,0.2154,0.2200,0.0607,0.0252,0.0262,0.0348,0.0701,0.0405,0.0008,0.0054,0.0035,0.0081,0.1146,-0.0180,0.0178,0.2857,0.3571,0.3571,0.6460,-0.0224,0.4475
pg26482-14,0.0262,0.1727,0.2011,0.0865,0.0268,0.0209,0.0328,0.0758,0.0510,0.0034,0.0066,0.0083,0.0070,0.1268,-0.0803,0.0214,0.2333,0.2333,0.5333,0.7421,-0.0405,0.0052
pg21858-5,0.0184,0.0866,0.3237,0.0572,0.0259,0.0241,0.0294,0.0625,0.0441,0.0009,0.0055,0.0030,0.0059,0.1013,-0.0324,0.0166,0.1429,0.0357,0.8214,0.6239,-0.0224,0.4475
pg26482-13,0.0247,0.1016,0.2636,0.0857,0.0285,0.0242,0.0314,0.0746,0.0458,0.0035,0.0059,0.0039,0.0064,0.1193,-0.0520,0.0230,0.1429,0.1071,0.7500,0.7404,-0.0405,0.0052
pg21858-6,0.0205,0.1412,0.3007,0.0669,0.0209,0.0234,0.0279,0.0588,0.0457,0.0008,0.0042,0.0059,0.0086,0.0976,-0.0509,0.0194,0.2222,0.2963,0.4815,0.6796,-0.0224,0.4475
pg21858-7,0.0204,0.1460,0.3508,0.0568,0.0213,0.0237,0.0286,0.0547,0.0454,0.0005,0.0032,0.0045,0.0065,0.0915,-0.0450,0.0173,0.2414,0.1724,0.5862,0.6097,-0.0224,0.4475
pg26482-10,0.0247,0.2925,0.1699,0.0669,0.0261,0.0238,0.0375,0.0731,0.0427,0.0035,0.0048,0.0035,0.0047,0.1224,-0.0113,0.0166,0.1333,0.2333,0.6333,0.6735,-0.0405,0.0052
pg21858-1,0.0194,0.1192,0.2831,0.0411,0.0193,0.0241,0.0335,0.0736,0.0364,0.0005,0.0048,0.0033,0.0058,0.1157,0.0335,0.0183,0.1724,0.1724,0.6552,0.6103,-0.0224,0.4475
pg21858-2,0.0183,0.0675,0.3349,0.0588,0.0257,0.0244,0.0295,0.0675,0.0404,0.0009,0.0049,0.0038,0.0068,0.1066,-0.0079,0.0153,0.2143,0.1786,0.6071,0.6317,-0.0224,0.4475
pg26482-12,0.0281,0.2459,0.2690,0.0897,0.0315,0.0231,0.0316,0.0658,0.0438,0.0045,0.0064,0.0021,0.0055,0.1104,-0.0591,0.0225,0.2222,0.2222,0.5556,0.7080,-0.0405,0.0052
pg21858-3,0.0239,0.1133,0.1951,0.0666,0.0190,0.0234,0.0289,0.0676,0.0444,0.0007,0.0053,0.0046,0.0089,0.1071,-0.0482,0.0244,0.1852,0.2963,0.5185,0.6684,-0.0224,0.4475
pg26482-11,0.0291,0.1880,0.2470,0.0655,0.0276,0.0254,0.0320,0.0761,0.0394,0.0057,0.0068,0.0035,0.0096,0.1241,-0.0365,0.0237,0.2333,0.2333,0.5333,0.7032,-0.0405,0.0052
pg15793-3,0.0225,0.3384,0.1470,0.1162,0.0248,0.0256,0.0302,0.0529,0.0665,0.0009,0.0007,0.0064,0.0061,0.0911,-0.1293,0.0247,0.2250,0.1250,0.6500,0.8360,-0.0947,-0.4352
pg15793-2,0.0168,0.3224,0.2752,0.1055,0.0282,0.0257,0.0336,0.0569,0.0519,0.0012,0.0030,0.0117,0.0050,0.1064,-0.0829,0.0178,0.4872,0.3333,0.1795,0.7901,-0.0947,-0.4352
pg15793-1,0.0167,0.3726,0.1537,0.0814,0.0214,0.0289,0.0360,0.0635,0.0481,0.0014,0.0019,0.0096,0.0028,0.1124,-0.0422,0.0158,0.1250,0.2000,0.6750,0.7465,-0.0947,-0.4352
pg21858-8,0.0220,0.1220,0.2120,0.0744,0.0223,0.0226,0.0312,0.0527,0.0495,0.0008,0.0047,0.0036,0.0056,0.0930,-0.0674,0.0207,0.5862,0.0690,0.3448,0.6869,-0.0224,0.4475
pg21858-9,0.0250,0.2017,0.1896,0.0568,0.0260,0.0254,0.0265,0.0572,0.0441,0.0002,0.0041,0.0013,0.0058,0.0893,-0.0388,0.0208,0.2414,0.2414,0.5172,0.6069,-0.0224,0.4475
pg30286-9,0.0305,0.2885,0.2864,0.1180,0.0276,0.0236,0.0249,0.0337,0.0499,0.0000,0.0123,0.0000,0.0065,0.0709,-0.0650,0.0178,0.3333,0.1515,0.5152,0.8216,-0.0958,-1.5416
pg30286-3,0.0260,0.2450,0.2882,0.1163,0.0225,0.0207,0.0305,0.0436,0.0488,0.0002,0.0087,0.0000,0.0085,0.0830,-0.0756,0.0203,0.2353,0.2941,0.4706,0.7951,-0.0958,-1.5416
